temp,hum,co2,ammonia,co2
32.58,68.87,463.48,0.87,0
27.56,71.32,420.05,1.2,0
24.63,71.27,452.44,1.29,0
29.61,71.12,373.84,1.16,0
31.38,73.42,398.22,0.9,0
36.27,65.47,379.44,1.18,0
30.95,76.62,437.05,1.25,0
34.27,66.84,392.67,0.9,0
27.91,75.04,400.73,1.2,0
32.88,66.11,426.82,1.07,0
33.57,73.8,430.43,1.3,0
31.35,71.78,426.18,1.0,0
29.72,73.31,391.02,1.7,0
33.98,67.89,523.19,0.82,1
25.73,71.76,421.17,1.09,0
22.88,76.7,451.98,1.1,0
33.12,77.62,442.62,1.2,0
30.77,73.43,379.07,1.26,0
22.88,76.98,429.5,1.36,0
30.89,80.36,389.54,1.55,0
32.88,75.18,472.01,1.25,0
30.45,71.62,385.4,0.91,0
33.15,64.93,443.24,1.01,0
31.86,74.24,439.17,1.32,0
33.31,70.35,371.61,1.22,0
29.78,73.78,439.72,1.22,0
41.44,62.88,371.47,0.88,0
31.05,68.17,415.04,1.33,0
36.83,64.64,379.86,1.04,0
30.41,73.69,425.14,1.17,0
38.92,66.03,419.26,1.08,0
39.31,64.44,394.52,1.23,0
32.24,73.31,380.73,1.25,0
32.09,68.15,464.01,1.22,0
34.1,65.91,455.81,1.09,0
32.24,67.45,396.49,0.77,0
25.99,79.72,450.45,1.04,0
30.35,73.41,422.94,1.06,0
38.16,64.8,452.12,1.05,0
29.42,68.95,387.02,0.82,0
31.99,65.45,405.63,0.65,0
38.62,66.72,460.0,0.97,0
37.57,65.44,428.84,0.78,0
30.61,64.08,397.58,1.16,0
40.32,68.28,453.22,1.3,0
40.59,67.02,391.95,0.92,0
29.24,72.71,384.34,1.21,0
30.37,76.45,451.86,1.43,0
35.53,70.43,447.69,1.24,0
27.51,76.73,385.74,1.36,0
28.16,75.42,448.68,1.08,0
33.06,64.15,455.93,1.07,0
30.57,64.79,449.94,0.79,0
29.96,71.29,450.83,1.11,0
32.12,66.48,399.32,0.78,0
29.34,72.71,402.46,1.34,0
32.51,67.14,406.43,1.11,0
36.25,63.67,449.74,0.89,0
39.38,63.63,447.49,0.82,0
32.39,68.44,449.0,0.73,0
27.36,69.23,383.72,1.07,0
35.31,62.95,442.33,0.9,0
33.12,66.73,379.28,1.24,0
33.52,69.54,409.55,1.01,0
26.11,75.07,468.06,1.32,0
32.54,75.26,396.38,0.89,0
35.19,64.64,384.43,2.36,0
28.4,74.73,401.89,1.97,0
36.0,66.62,414.85,0.95,0
34.47,63.92,448.68,1.12,0
32.39,66.2,395.92,1.16,0
32.94,76.11,413.73,1.21,0
33.98,69.22,407.27,1.35,0
25.43,71.62,439.91,1.22,0
23.68,75.07,434.81,1.41,0
33.38,74.02,437.65,1.22,0
35.93,65.28,443.15,0.88,0
25.32,74.7,391.17,1.26,0
26.24,74.32,391.49,1.05,0
27.27,73.23,382.88,1.32,0
29.81,72.5,432.21,0.94,0
28.65,70.3,423.22,1.35,0
33.06,66.73,369.66,1.02,0
31.3,67.46,448.48,1.25,0
38.24,67.92,389.24,0.93,0
24.05,76.91,463.66,1.24,0
32.26,69.16,426.42,1.26,0
31.39,62.9,430.64,1.21,0
35.43,68.75,456.04,1.19,0
35.66,65.89,423.44,0.92,0
31.36,70.12,389.77,1.2,0
33.67,68.88,409.58,1.2,0
32.23,73.06,370.98,0.93,0
27.71,75.73,438.51,1.09,0
24.99,76.77,441.31,1.02,0
31.04,70.11,411.15,0.97,0
32.47,73.45,473.07,3.72,0
28.75,68.66,379.46,1.16,0
30.0,72.25,372.94,0.81,0
34.41,72.67,404.77,0.88,0
24.84,74.81,445.5,0.92,0
27.81,74.01,446.61,1.02,0
30.13,67.55,460.04,1.26,0
28.74,72.09,436.32,0.92,0
28.95,73.4,377.78,1.0,0
34.57,65.33,404.23,1.42,0
33.47,73.18,420.81,0.96,0
30.38,76.33,411.6,2.37,0
36.11,66.52,396.52,0.93,0
39.44,64.36,407.19,1.08,0
35.57,65.81,368.82,0.83,0
33.1,64.1,413.96,1.24,0
23.24,71.86,444.17,1.22,0
36.02,61.68,378.0,1.33,0
33.21,71.29,450.29,1.12,0
30.81,80.81,443.55,0.95,0
26.22,71.3,413.07,1.25,0
24.86,75.64,402.53,1.18,0
24.34,77.34,452.0,1.39,0
35.08,70.99,403.28,1.02,0
27.06,77.54,378.73,0.99,0
31.89,74.71,362.08,1.24,0
37.35,62.07,447.97,0.59,0
35.28,66.52,437.57,1.03,0
30.36,70.32,380.67,1.26,0
26.51,74.78,403.57,0.83,0
33.2,66.81,396.14,1.42,0
28.25,72.74,388.31,1.04,0
30.89,72.15,571.11,1.28,1
31.47,74.0,379.71,1.58,0
23.93,74.28,386.49,1.02,0
33.32,72.43,382.55,0.93,0
38.27,60.21,461.25,1.24,0
27.6,76.61,408.16,1.12,0
31.06,72.08,438.77,1.35,0
34.25,71.72,410.32,1.0,0
30.31,64.29,416.59,1.16,0
37.47,63.34,454.64,1.39,0
32.1,77.43,448.28,1.17,0
39.51,67.57,451.33,1.29,0
33.34,73.22,421.56,1.16,0
37.05,64.36,442.63,1.23,0
39.35,63.39,394.46,1.13,0
38.0,62.18,384.04,1.21,0
29.59,74.25,461.98,1.33,0
37.52,62.61,382.13,1.27,0
37.25,63.91,443.42,0.95,0
27.49,73.19,419.78,0.86,0
37.77,63.98,405.97,0.9,0
29.62,78.02,395.8,1.01,0
31.39,74.1,365.15,1.18,0
35.08,70.1,423.62,1.29,0
39.71,63.81,457.33,1.27,0
29.52,72.75,372.11,1.11,0
31.49,70.2,428.79,0.73,0
31.21,63.4,445.69,1.39,0
31.81,60.17,440.44,1.17,0
25.22,72.6,406.68,1.32,0
28.9,74.15,444.77,1.27,0
32.52,68.02,467.04,1.29,0
23.55,77.69,395.29,0.86,0
33.08,65.87,371.78,1.31,0
36.78,63.94,381.95,1.28,0
35.4,69.42,446.49,1.2,0
37.12,68.36,451.67,2.42,0
30.35,68.97,422.56,0.83,0
23.47,72.19,416.26,1.0,0
36.04,64.68,393.87,1.36,0
26.78,75.17,383.32,0.87,0
28.91,70.96,416.45,1.01,0
40.0,64.53,403.04,0.78,0
24.68,74.1,388.59,1.19,0
31.07,70.54,427.47,0.93,0
35.39,64.21,388.53,1.27,0
30.19,71.05,402.42,1.16,0
30.09,65.09,442.3,1.17,0
29.6,77.59,442.56,1.3,0
33.75,68.67,412.46,1.23,0
32.08,77.02,420.22,1.05,0
32.88,72.43,447.44,1.26,0
31.23,62.61,384.15,0.82,0
29.59,72.12,373.56,1.09,0
38.25,66.08,426.34,0.89,0
32.23,72.15,457.44,1.17,0
40.82,61.63,442.8,1.29,0
36.56,65.29,398.06,1.21,0
31.9,74.62,379.8,1.44,0
34.5,66.08,435.25,1.37,0
38.79,69.89,413.56,1.14,0
33.59,68.93,421.27,1.11,0
31.62,72.25,409.51,0.88,0
33.13,72.65,451.01,1.0,0
33.08,74.08,397.83,3.77,0
37.12,66.23,466.84,1.2,0
33.41,71.44,383.2,1.32,0
25.83,72.72,432.14,1.3,0
35.65,63.94,389.5,1.09,0
39.73,60.74,393.05,1.0,0
34.46,71.89,384.85,0.92,0
39.79,65.27,450.05,1.3,0
30.41,69.95,480.26,1.39,0
33.73,71.17,417.24,1.1,0
37.97,63.23,433.27,1.14,0
27.31,78.67,399.62,1.93,0
33.77,74.16,406.45,1.03,0
26.54,72.36,414.91,0.8,0
27.66,69.69,464.06,1.17,0
28.86,70.39,465.97,1.23,0
31.36,65.78,485.48,1.26,0
34.15,67.09,430.7,0.77,0
35.69,66.82,396.02,1.31,0
31.24,70.76,453.25,0.96,0
32.38,74.19,404.73,3.19,0
35.88,69.84,363.76,1.18,0
32.49,69.61,426.68,1.06,0
32.26,71.34,372.05,0.93,0
38.71,66.33,394.48,1.22,0
35.16,64.32,365.58,1.27,0
33.73,69.92,432.04,0.97,0
28.11,78.5,368.26,1.06,0
23.7,75.66,435.94,1.31,0
28.02,72.74,458.81,1.34,0
33.16,67.9,453.13,1.1,0
27.9,79.87,447.37,0.87,0
29.31,73.32,473.44,0.99,0
31.91,72.11,458.51,1.04,0
36.55,68.32,436.01,2.0,0
31.33,79.1,385.61,0.85,0
28.97,71.68,398.35,1.11,0
30.82,77.29,456.75,0.95,0
29.14,67.4,458.87,1.33,0
35.01,75.3,458.94,2.39,0
32.33,74.5,388.2,0.99,0
40.62,64.25,461.69,1.09,0
30.77,71.68,435.29,0.99,0
36.2,61.72,392.55,1.88,0
30.87,73.96,449.46,1.21,0
35.98,64.71,408.21,1.25,0
28.62,78.07,405.01,2.08,0
31.74,70.15,416.95,1.04,0
36.13,70.95,429.93,1.12,0
37.42,62.66,372.85,1.19,0
27.35,72.33,438.7,0.71,0
31.37,78.59,388.68,0.92,0
27.35,72.47,396.37,1.23,0
33.11,77.17,398.56,2.19,0
28.26,73.76,379.77,1.24,0
38.66,66.16,434.43,1.38,0
28.16,70.16,460.82,1.27,0
34.54,66.62,380.35,0.86,0
34.02,70.02,445.1,1.11,0
35.43,65.04,442.19,1.24,0
31.64,62.17,394.02,0.9,0
35.39,69.24,409.79,0.79,0
26.44,69.22,412.35,1.02,0
31.88,68.11,469.54,0.87,0
33.01,63.4,449.76,0.89,0
39.39,67.12,430.56,1.32,0
33.02,68.0,426.33,0.96,0
24.9,74.22,386.71,1.33,0
28.17,73.13,448.25,1.01,0
35.12,68.88,411.64,1.12,0
32.12,74.18,449.81,4.88,0
31.77,72.58,416.84,2.93,0
25.93,73.52,430.04,1.0,0
33.86,74.82,384.09,0.96,0
29.58,73.03,451.15,0.9,0
29.41,71.41,412.5,1.49,0
39.49,65.01,398.75,0.92,0
26.52,75.09,459.63,1.3,0
30.69,72.99,467.59,1.17,0
33.47,76.14,467.46,1.04,0
32.82,72.62,450.4,1.11,0
29.19,69.5,417.08,0.99,0
38.57,64.77,452.38,1.3,0
26.44,75.36,378.08,1.38,0
31.52,74.95,388.38,2.26,0
37.53,63.88,400.9,1.19,0
28.65,69.46,465.75,1.22,0
25.92,74.08,440.22,1.27,0
38.0,69.89,406.21,1.16,0
29.9,72.54,439.93,1.04,0
33.11,72.6,411.4,1.1,0
35.2,72.51,427.38,1.38,0
31.41,65.54,457.91,1.29,0
25.83,75.92,462.87,1.05,0
25.64,76.29,456.28,1.11,0
30.93,67.38,393.47,0.91,0
30.49,74.15,423.64,1.29,0
37.03,64.45,379.57,0.98,0
38.71,66.29,430.45,1.19,0
35.7,70.85,400.77,1.18,0
33.05,63.28,444.94,0.98,0
40.38,59.65,400.6,1.31,0
37.8,66.39,412.52,0.9,0
30.8,72.38,393.42,2.59,0
37.93,67.48,425.83,2.41,0
30.98,63.64,457.36,1.04,0
31.19,74.95,413.25,0.98,0
38.11,66.72,377.21,0.88,0
27.89,70.02,437.31,1.26,0
30.64,70.2,387.13,1.19,0
27.65,70.0,432.31,0.74,0
31.37,75.12,400.22,1.27,0
36.69,60.7,448.74,0.78,0
32.48,73.33,410.84,1.17,0
29.77,69.9,397.3,1.03,0
30.7,70.81,395.23,0.88,0
26.96,71.82,432.09,1.01,0
35.58,68.45,442.54,1.34,0
38.55,63.68,401.92,1.32,0
35.83,71.05,443.35,1.22,0
32.41,70.99,438.1,1.01,0
37.41,68.32,404.7,1.12,0
32.29,72.47,440.03,1.16,0
37.6,70.79,417.38,1.08,0
31.8,77.05,432.68,4.45,0
34.72,65.84,447.21,0.99,0
27.08,74.91,382.81,1.01,0
31.92,74.36,458.37,0.68,0
25.65,73.94,372.81,1.02,0
33.88,64.38,462.73,0.88,0
24.99,76.28,392.83,0.97,0
32.4,76.63,441.1,1.01,0
30.89,71.67,475.09,1.31,0
33.39,65.45,439.55,0.86,0
38.6,70.76,474.45,1.13,0
32.01,66.42,435.42,1.05,0
32.12,74.05,459.88,1.03,0
35.5,61.81,446.48,1.02,0
37.2,67.41,437.01,1.31,0
34.1,67.64,469.14,1.07,0
35.6,68.39,388.19,1.09,0
36.34,62.31,432.94,1.15,0
27.0,70.95,435.7,1.27,0
29.11,69.05,461.92,1.3,0
29.29,69.86,420.9,0.87,0
28.15,77.96,467.9,1.16,0
33.45,78.84,387.97,0.83,0
33.43,75.92,369.51,1.3,0
26.32,75.31,371.51,0.9,0
34.79,72.08,391.76,1.93,0
30.18,69.67,394.09,0.8,0
33.31,69.94,463.13,1.36,0
26.22,70.94,391.27,0.94,0
31.37,76.05,457.6,0.77,0
33.56,62.86,443.33,0.93,0
34.3,66.82,388.2,1.16,0
27.25,75.0,394.62,0.78,0
36.16,67.32,381.23,1.22,0
26.17,71.44,454.25,1.29,0
35.73,69.48,399.43,0.9,0
34.42,65.11,394.2,0.87,0
31.35,67.79,382.69,1.26,0
26.63,72.73,443.52,1.31,0
29.87,70.61,363.56,1.12,0
32.58,66.26,399.26,0.93,0
26.8,73.16,417.4,1.29,0
29.11,68.69,401.53,1.23,0
32.49,64.95,446.41,1.19,0
30.15,65.83,461.63,1.0,0
27.18,72.31,422.56,0.83,0
35.41,71.53,420.34,1.38,0
28.39,74.42,388.45,0.86,0
31.46,68.94,433.55,1.1,0
39.6,67.02,390.53,0.94,0
32.75,77.68,447.6,1.19,0
33.59,72.08,411.45,1.12,0
30.54,72.52,435.76,1.3,0
31.93,67.11,467.66,1.11,0
23.95,74.47,458.98,1.24,0
32.42,75.31,395.5,1.36,0
28.6,71.98,421.67,1.03,0
39.0,65.69,447.15,1.2,0
32.03,67.78,463.27,1.19,0
27.59,76.21,465.34,0.91,0
27.97,74.26,383.98,1.24,0
35.62,71.38,377.69,1.85,0
30.17,73.91,461.42,0.96,0
38.3,63.07,384.42,1.11,0
30.7,64.64,460.41,1.1,0
29.55,74.67,383.32,1.3,0
33.48,73.49,384.64,1.38,0
29.67,65.71,445.8,1.19,0
39.31,65.65,392.46,1.1,0
35.26,68.0,431.76,1.31,0
26.31,74.1,471.57,1.09,0
34.15,65.87,428.66,0.87,0
30.99,72.99,490.45,1.04,0
31.6,75.11,364.04,0.94,0
34.0,67.01,396.93,1.38,0
34.17,66.28,434.06,1.07,0
38.14,63.22,436.27,1.36,0
35.68,68.34,445.37,1.17,0
27.34,74.66,455.56,1.08,0
31.25,66.72,398.4,1.25,0
24.16,77.69,458.34,0.78,0
34.92,66.62,420.61,0.86,0
28.75,75.38,390.19,0.82,0
30.23,70.28,416.4,1.18,0
29.64,72.52,440.17,0.79,0
34.55,68.43,409.78,1.04,0
35.53,63.42,449.08,1.28,0
35.43,70.36,426.63,1.05,0
29.91,62.57,429.81,1.08,0
29.03,69.9,404.98,0.79,0
32.88,62.97,459.16,1.14,0
35.38,67.77,451.61,0.92,0
31.2,69.37,406.18,0.91,0
32.2,66.89,456.96,1.15,0
36.1,71.41,400.81,1.37,0
31.53,75.01,406.93,1.3,0
36.99,63.45,389.0,1.38,0
33.8,61.71,396.47,1.13,0
32.22,74.11,593.11,0.65,1
25.87,75.79,399.66,1.26,0
33.89,69.09,376.01,1.24,0
31.2,66.73,377.83,1.29,0
41.24,59.61,402.91,1.25,0
25.17,72.45,393.0,1.46,0
27.94,75.18,428.71,1.29,0
34.31,68.26,379.56,0.85,0
29.49,66.44,419.72,0.73,0
32.83,65.21,394.2,0.95,0
28.69,72.83,386.38,0.85,0
30.42,66.51,377.51,1.03,0
32.72,64.08,390.1,1.27,0
30.87,75.63,400.82,1.35,0
38.11,68.59,372.26,1.58,0
36.63,68.35,401.01,0.98,0
37.72,63.39,455.19,1.27,0
25.21,73.74,438.31,1.01,0
32.77,73.01,420.15,1.19,0
33.16,67.57,406.01,1.15,0
38.95,66.78,457.32,0.82,0
30.57,76.47,379.51,1.04,0
29.27,72.2,407.86,1.12,0
28.5,77.07,471.25,0.64,0
26.79,72.37,392.14,1.26,0
33.47,64.32,400.73,1.33,0
27.47,74.32,390.9,0.72,0
28.22,74.34,398.99,1.27,0
31.59,67.63,402.05,1.18,0
29.85,72.93,455.76,1.39,0
26.96,76.78,398.84,1.02,0
38.84,59.84,393.32,1.12,0
30.71,63.95,458.24,1.31,0
38.44,67.81,398.9,1.11,0
24.46,70.92,420.94,0.8,0
35.24,71.01,398.51,1.0,0
36.45,61.09,457.66,3.24,0
38.24,61.34,402.25,1.09,0
31.24,74.96,400.94,1.98,0
33.64,67.29,390.51,1.06,0
34.47,67.41,387.71,1.35,0
27.82,73.15,405.51,1.04,0
34.12,65.57,459.66,0.86,0
33.69,67.11,442.61,0.78,0
25.39,74.14,461.54,1.15,0
29.54,72.16,468.41,1.14,0
26.5,72.18,362.86,1.03,0
27.53,69.52,402.08,1.07,0
28.3,77.99,422.82,1.05,0
35.2,64.88,381.37,1.01,0
30.79,70.32,415.09,1.23,0
25.02,73.37,435.57,1.26,0
29.98,68.06,380.68,1.31,0
37.19,64.48,405.2,1.06,0
37.3,67.63,465.23,1.09,0
32.62,64.99,443.8,1.19,0
34.27,64.77,390.49,1.44,0
38.19,66.18,380.0,1.0,0
31.51,69.08,390.58,1.16,0
30.38,65.95,429.94,1.38,0
29.79,69.17,370.64,0.99,0
28.94,70.7,433.31,0.97,0
38.94,67.02,379.46,1.16,0
32.35,63.64,398.14,1.21,0
32.73,70.44,410.21,0.79,0
35.35,62.26,414.06,1.13,0
27.98,76.32,402.7,1.32,0
27.2,72.43,461.03,1.05,0
33.38,62.75,455.52,0.9,0
27.12,67.78,373.12,0.95,0
32.63,78.29,394.48,0.98,0
37.11,65.21,390.58,1.17,0
27.16,70.96,449.44,1.07,0
28.81,71.39,401.31,1.3,0
33.56,67.89,401.01,1.3,0
26.07,71.94,410.82,1.04,0
29.99,63.18,380.05,0.7,0
31.62,63.63,403.79,1.07,0
28.96,68.33,460.27,1.09,0
33.14,75.47,404.38,0.82,0
29.38,71.56,411.43,0.96,0
35.74,72.15,476.61,1.27,0
33.61,73.66,420.85,1.09,0
35.52,66.76,422.42,1.24,0
30.76,71.89,386.64,1.29,0
34.28,71.05,425.98,1.22,0
32.55,63.12,369.01,1.29,0
31.98,69.32,412.55,0.89,0
33.85,76.32,402.01,1.05,0
27.32,72.67,404.76,1.08,0
29.78,72.45,445.31,1.14,0
33.24,65.53,404.73,1.43,0
35.53,73.39,459.76,1.22,0
24.8,73.95,456.49,0.86,0
29.32,74.44,381.99,0.72,0
39.68,61.58,405.31,1.28,0
32.93,66.08,422.1,0.97,0
35.27,66.65,449.34,1.26,0
31.96,63.85,446.35,1.37,0
37.85,63.44,396.21,0.96,0
31.77,66.84,449.25,1.13,0
27.1,75.23,383.91,0.94,0
37.82,65.06,441.09,0.98,0
26.67,73.97,437.5,1.22,0
27.83,71.79,413.37,2.22,0
30.55,72.52,371.77,1.0,0
36.11,66.68,457.15,1.06,0
34.57,64.78,386.07,0.97,0
30.54,68.51,411.66,1.36,0
35.12,69.78,461.25,1.08,0
28.65,73.9,382.38,1.11,0
31.74,63.21,408.93,1.29,0
28.23,73.23,413.01,1.35,0
34.23,72.53,439.5,1.32,0
28.57,71.63,433.57,1.19,0
38.92,64.67,471.86,1.08,0
35.95,68.26,423.09,0.88,0
31.49,76.1,430.4,1.32,0
27.02,71.25,409.98,0.99,0
33.89,69.7,420.04,1.31,0
36.27,66.33,445.82,1.23,0
26.11,72.74,440.04,1.27,0
28.09,72.72,411.87,1.29,0
30.96,76.62,457.13,1.02,0
30.47,71.62,482.17,1.32,0
33.58,66.44,379.45,1.07,0
27.51,75.52,402.21,1.14,0
36.16,65.71,441.59,0.76,0
23.68,75.29,413.84,0.96,0
31.64,67.01,455.18,1.07,0
35.22,64.62,379.72,1.0,0
34.87,67.11,448.71,1.15,0
29.73,73.78,463.02,1.24,0
30.5,68.02,442.25,1.21,0
31.42,61.47,401.41,0.79,0
30.58,72.72,423.3,0.83,0
33.24,63.92,438.59,1.04,0
35.73,65.15,449.81,1.26,0
37.7,68.12,379.1,1.27,0
37.27,61.35,448.58,1.14,0
27.64,76.03,457.03,1.21,0
31.44,64.75,443.81,1.03,0
30.62,73.76,459.67,0.84,0
38.14,63.8,388.5,1.03,0
25.03,75.82,409.37,1.31,0
32.82,74.28,486.38,0.71,0
30.55,72.01,407.89,1.16,0
39.0,68.55,416.5,1.22,0
28.9,67.3,394.16,1.0,0
36.68,63.15,435.4,1.31,0
33.79,74.21,398.35,0.9,0
23.47,71.5,577.24,1.37,1
27.0,73.76,425.98,1.28,0
27.92,72.91,447.1,1.1,0
33.5,66.6,460.6,0.98,0
31.61,75.85,462.21,1.08,0
36.68,66.99,386.07,1.14,0
33.48,67.28,428.74,0.91,0
36.64,61.5,442.52,1.11,0
25.15,76.68,448.91,1.28,0
30.9,69.56,458.42,1.24,0
30.29,71.48,471.95,0.73,0
33.16,74.26,408.7,0.87,0
27.59,71.07,458.59,0.89,0
38.46,65.9,400.01,1.27,0
34.68,70.88,416.13,1.41,0
33.63,69.65,397.02,1.24,0
28.28,74.59,433.88,0.82,0
33.83,71.47,463.56,0.96,0
35.55,70.95,386.19,0.9,0
38.98,61.65,396.02,1.36,0
33.39,61.79,472.52,1.2,0
25.41,75.71,407.32,1.07,0
34.99,70.65,414.38,0.98,0
30.29,68.0,465.71,1.22,0
26.56,76.14,438.3,1.06,0
31.48,65.52,399.94,1.19,0
39.85,68.09,448.77,1.05,0
34.83,67.63,427.27,1.13,0
34.13,71.39,417.99,1.22,0
30.89,66.99,457.15,1.27,0
30.06,75.83,453.44,1.29,0
28.8,69.14,398.2,0.79,0
29.98,74.75,407.26,1.73,0
33.72,74.57,414.3,1.3,0
26.07,73.33,461.3,1.27,0
32.27,72.97,412.41,2.95,0
25.68,72.8,433.29,1.19,0
34.08,61.45,405.7,1.19,0
31.77,61.83,428.55,1.24,0
35.64,66.08,455.14,1.15,0
29.06,74.33,407.55,1.16,0
34.76,61.19,389.76,2.06,0
25.17,71.93,451.04,0.74,0
30.82,76.04,425.01,2.5,0
36.64,64.95,417.38,1.29,0
31.49,72.63,457.57,1.37,0
34.43,65.53,382.52,0.97,0
31.86,73.82,381.01,1.2,0
23.04,78.77,455.19,1.2,0
33.5,63.43,448.58,1.31,0
35.07,72.98,399.23,1.29,0
27.78,75.36,384.17,1.1,0
29.36,67.25,413.74,1.11,0
33.3,66.49,430.12,1.29,0
37.07,66.71,436.31,1.08,0
32.29,71.85,475.73,1.18,0
33.92,63.83,450.16,1.13,0
28.32,67.17,468.48,1.16,0
28.86,71.35,458.3,0.95,0
38.93,66.78,461.34,1.34,0
27.96,74.95,456.37,0.93,0
29.84,70.14,413.35,0.96,0
38.48,67.39,467.79,1.18,0
33.18,65.29,379.91,1.08,0
31.06,66.62,428.01,1.05,0
30.79,75.1,470.14,1.18,0
35.09,71.17,460.79,1.14,0
36.51,64.92,460.64,1.11,0
29.98,65.09,449.18,1.27,0
24.13,75.71,388.41,1.18,0
36.72,62.02,436.88,0.91,0
37.92,70.69,411.43,0.95,0
27.26,74.31,396.39,1.15,0
30.91,67.77,433.86,1.22,0
35.13,62.16,440.22,1.2,0
25.26,74.75,438.45,1.06,0
35.17,62.56,466.39,1.11,0
34.25,65.54,393.98,0.95,0
23.76,76.76,443.06,0.95,0
32.62,60.12,404.81,0.98,0
31.24,73.23,397.9,2.16,0
25.8,76.88,454.98,1.07,0
28.74,74.94,439.74,1.3,0
34.49,70.93,460.51,1.21,0
32.9,76.63,448.61,1.31,0
32.43,74.59,397.52,1.15,0
34.98,66.06,374.15,0.97,0
37.35,62.39,398.59,1.13,0
32.53,67.21,422.15,1.35,0
25.05,76.12,440.04,0.96,0
28.9,69.81,457.73,0.88,0
29.32,67.73,613.67,1.32,1
26.16,75.04,393.37,1.24,0
37.64,60.2,456.36,1.14,0
25.61,75.0,380.3,1.07,0
36.91,67.63,435.83,1.25,0
25.23,72.38,437.66,1.12,0
30.33,77.87,391.52,1.1,0
38.39,62.56,437.75,0.83,0
28.84,68.36,368.92,1.0,0
31.21,76.11,527.57,1.23,1
31.41,62.61,396.99,0.9,0
35.43,64.7,442.77,1.21,0
29.41,76.49,439.02,1.08,0
36.53,63.55,388.0,1.15,0
23.45,72.29,440.26,1.43,0
33.52,78.14,415.36,0.91,0
37.39,65.7,429.67,0.95,0
33.52,67.6,403.88,1.05,0
28.7,75.11,398.84,0.89,0
34.47,71.2,383.49,1.34,0
31.62,69.29,395.93,1.04,0
24.68,75.11,397.53,1.32,0
29.37,69.53,431.9,0.72,0
26.86,77.97,389.29,1.38,0
30.76,72.94,405.71,1.04,0
31.43,76.48,392.99,1.04,0
40.23,65.47,398.04,0.95,0
33.97,64.01,375.61,0.82,0
30.6,67.49,457.79,1.25,0
39.66,61.79,389.84,0.87,0
31.94,62.01,442.16,1.18,0
39.51,65.15,381.98,1.38,0
32.26,72.14,434.22,1.34,0
34.11,63.29,406.12,1.28,0
27.46,73.6,446.14,1.03,0
38.87,63.58,448.24,1.06,0
22.47,73.38,444.97,1.19,0
37.2,63.28,419.69,1.21,0
27.88,73.44,431.81,1.31,0
32.7,73.04,403.41,0.79,0
34.2,68.35,429.41,1.27,0
24.81,72.35,463.66,1.24,0
35.96,69.06,431.12,1.09,0
33.9,69.43,458.48,1.23,0
30.26,69.48,390.02,1.27,0
34.22,69.76,438.11,1.17,0
30.22,73.59,389.15,1.08,0
30.97,69.09,432.41,0.81,0
35.49,64.94,451.89,0.76,0
30.53,73.72,384.63,1.07,0
34.3,63.3,442.77,1.1,0
30.99,76.04,394.59,0.91,0
28.01,78.06,401.36,1.36,0
26.26,70.4,416.51,0.91,0
29.55,75.94,456.08,1.22,0
38.85,67.58,460.15,1.13,0
29.39,72.33,372.7,1.01,0
29.3,70.44,475.19,0.82,0
31.93,75.37,414.64,0.88,0
30.43,71.95,433.58,1.27,0
33.39,74.51,421.91,1.25,0
26.0,75.46,386.05,1.2,0
35.01,67.18,380.65,1.11,0
31.01,64.31,419.0,1.34,0
25.89,76.03,409.6,0.83,0
33.21,71.05,401.96,3.65,0
36.36,64.12,452.51,1.02,0
38.63,66.18,399.55,1.26,0
30.27,77.72,373.84,1.28,0
29.18,73.4,419.38,1.12,0
35.91,66.77,381.46,1.36,0
28.3,68.87,372.52,1.02,0
31.19,64.8,378.37,0.99,0
26.26,73.37,402.07,1.1,0
37.07,69.67,433.63,1.32,0
35.55,61.75,443.45,1.24,0
29.59,74.93,395.0,0.93,0
36.27,71.06,380.32,0.93,0
36.91,65.37,450.06,1.35,0
35.28,65.98,445.89,0.94,0
27.44,72.98,417.34,1.48,0
30.8,61.9,395.8,1.19,0
32.76,76.59,447.04,1.4,0
31.44,78.02,387.54,1.24,0
40.85,62.66,438.56,1.26,0
33.94,63.75,378.45,1.27,0
30.61,73.07,417.75,1.08,0
24.66,75.33,414.74,0.98,0
27.19,70.43,465.62,1.2,0
34.16,67.74,421.64,1.14,0
27.38,74.15,375.08,1.44,0
24.19,77.34,434.26,1.2,0
28.84,65.26,419.02,1.23,0
29.96,66.85,382.4,1.1,0
33.64,70.34,462.76,1.14,0
37.33,67.78,441.65,0.89,0
28.63,80.54,379.93,1.44,0
30.36,68.2,431.66,1.24,0
37.27,70.82,437.64,1.05,0
30.53,74.07,445.72,1.37,0
41.0,65.0,403.43,0.82,0
33.07,74.67,448.93,1.32,0
32.83,72.3,468.35,1.23,0
33.55,63.5,448.0,1.17,0
31.65,68.27,421.05,1.12,0
25.62,80.02,453.98,1.21,0
37.28,65.14,364.52,1.07,0
28.65,75.45,404.07,1.47,0
36.94,63.25,379.45,1.32,0
32.61,69.65,431.18,0.84,0
23.31,74.28,377.3,0.98,0
33.07,75.63,379.26,1.18,0
34.11,68.07,451.03,1.15,0
25.43,72.14,453.53,1.37,0
26.92,73.08,442.4,1.28,0
33.72,69.38,452.64,0.87,0
27.85,74.08,378.83,1.23,0
33.52,73.0,456.08,1.27,0
29.09,68.02,475.72,1.33,0
29.17,72.36,433.44,1.0,0
